corporate_name_S2,main_customers,revenue,profit,country,postal_code,industry_sector,fiscal_year
GlobalCorp._154,"['Customer_VRS', 'Customer_ERD', 'Customer_MWW']",235754386.16,53473561.01,France,990090,Retail,2020
GlobalCorp_134,"['Customer_UAJ', 'Customer_HUG', 'Customer_IXD']",485235734.44,-14927204.35,Germany,207913,Retail,2023
GlobalCorp_101,"['Customer_OSK', 'Customer_ZOX', 'Customer_KXM']",179242950.58,-3869783.82,Japan,280267,Retail,2024
GlobalCorp_82,"['Customer_PZN', 'Customer_KHI', 'Customer_JQU']",306856657.04,54394674.73,Australia,888391,Pharmaceuticals,2021
GlobalCorp_8,"['Customer_UPD', 'Customer_OXB', 'Customer_DYS']",366368651.35,51171055.4,USA,513569,Energy,2024
GlobalCorp_170,"['Customer_DQK', 'Customer_DQF', 'Customer_XDU']",487707544.79,68256579.91,India,776972,Automotive,2023
GlobalCorp._8,"['Customer_YFG', 'Customer_GUL', 'Customer_TCE']",179242702.03,15861890.66,USA,513569,Energy,2024
GlobalCorp_67,"['Customer_LTK', 'Customer_RRQ', 'Customer_SNP']",287407159.56,4244411.22,Japan,072385,Automotive,2024
GlobalCorp_186,"['Customer_VEK', 'Customer_ELP', 'Customer_RVN']",136887238.41,5202443.4,France,856148,Retail,2021
GlobalCorp_30,"['Customer_IGK', 'Customer_BBV', 'Customer_QJP']",566344760.68,66598076.83,USA,882748,Technology,2024
GlobalCorp._176,"['Customer_YQT', 'Customer_QLH', 'Customer_SCI']",669316999.16,6481769.59,France,439111,Energy,2024
GlobalCorp_198,"['Customer_XEI', 'Customer_ZTA', 'Customer_EGT']",490774752.88,35937301.23,Australia,249693,Manufacturing,2022
GlobalCorp._25,"['Customer_OQE', 'Customer_SHG', 'Customer_MUY']",200760094.64,49826305.11,France,909656,Manufacturing,2020
Corp_LMADSP,"['Customer_DAI', 'Customer_OAU', 'Customer_HHZ']",254092398.57,-8342394.15,France,573116,Technology,2022
GlobalCorp_38,"['Customer_RIT', 'Customer_UYX', 'Customer_ZFF']",197920931.79,56815628.01,France,282542,Pharmaceuticals,2020
GlobalCorp._175,"['Customer_QXZ', 'Customer_SVM', 'Customer_HXV']",183465404.95,18678785.88,USA,216250,Retail,2020
Corp_HXSWEI,"['Customer_FOW', 'Customer_DWB', 'Customer_ZNC']",245281136.59,37208545.88,India,121847,Pharmaceuticals,2023
Corp_XXMPCQ,"['Customer_EUX', 'Customer_LCQ', 'Customer_KMD']",315288536.12,-27165548.4,Germany,162551,Pharmaceuticals,2023
GlobalCorp_179,"['Customer_OUM', 'Customer_ZQU', 'Customer_YAF']",184888151.45,34620249.15,USA,764634,Retail,2021
Corp_ZBRYOM,"['Customer_TLC', 'Customer_GYJ', 'Customer_KMM']",157191702.02,8653901.02,Australia,642614,Manufacturing,2023
Corp_PQMEUO,"['Customer_OTF', 'Customer_JCD', 'Customer_WGH']",388362283.93,28636995.55,USA,774102,Pharmaceuticals,2020
GlobalCorp._38,"['Customer_OOX', 'Customer_JZM', 'Customer_YTP']",607007351.76,72694593.94,France,282542,Pharmaceuticals,2020
GlobalCorp_197,"['Customer_RUJ', 'Customer_JZC', 'Customer_KYH']",280964809.18,6511253.12,Canada,117977,Retail,2020
GlobalCorp_25,"['Customer_FNT', 'Customer_EPI', 'Customer_KEW']",520660304.59,-20574364.45,France,909656,Manufacturing,2023
Corp_ZMPYNE,"['Customer_XYB', 'Customer_RNS', 'Customer_BHT']",593156554.46,-34696620.96,France,081338,Automotive,2024
GlobalCorp_61,"['Customer_ZSB', 'Customer_MXW', 'Customer_UNB']",663307262.91,44515255.91,Canada,247437,Retail,2022
GlobalCorp._66,"['Customer_SHE', 'Customer_EET', 'Customer_PPL']",39282550.54,-582053.01,Canada,598816,Automotive,2024
GlobalCorp._51,"['Customer_DRG', 'Customer_PKN', 'Customer_UQW']",496318871.63,143192971.76,USA,431206,Automotive,2021
GlobalCorp._28,"['Customer_MQV', 'Customer_WHG', 'Customer_IHL']",538564775.63,145483854.75,Japan,392783,Retail,2020
Corp_EBFPMP,"['Customer_RCW', 'Customer_CFC', 'Customer_MPP']",190901205.06,22443516.38,UK,985179,Automotive,2023
GlobalCorp._47,"['Customer_FRZ', 'Customer_STT', 'Customer_NXO']",194605356.53,-706148.76,India,834560,Manufacturing,2020
GlobalCorp_156,"['Customer_NEY', 'Customer_UNO', 'Customer_RHS']",8342541.28,-415776.27,Japan,571211,Manufacturing,2020
GlobalCorp._105,"['Customer_BQH', 'Customer_GQV', 'Customer_ASM']",394243726.72,86770151.03,Japan,986023,Manufacturing,2022
GlobalCorp_22,"['Customer_KAI', 'Customer_UAI', 'Customer_YZR']",605230326.07,1221373.35,India,861245,Automotive,2022
GlobalCorp_160,"['Customer_ZOL', 'Customer_LXI', 'Customer_INU']",376975629.48,28947062.93,Canada,185203,Retail,2022
GlobalCorp_35,"['Customer_UXR', 'Customer_HCO', 'Customer_YBE']",11618039.68,155368.96,UK,591578,Retail,2020
GlobalCorp._139,"['Customer_SSA', 'Customer_CDW', 'Customer_WBB']",626671346.25,8860335.34,India,153829,Energy,2020
GlobalCorp_157,"['Customer_RNV', 'Customer_TEV', 'Customer_CUA']",147886964.82,27144011.03,France,461788,Technology,2021
Corp_TODRHJ,"['Customer_VPT', 'Customer_SSW', 'Customer_MEE']",249718077.18,55388063.79,Australia,955765,Manufacturing,2024
Corp_CMYPJY,"['Customer_UDS', 'Customer_EZB', 'Customer_GYT']",545498685.13,90478849.57,France,371175,Pharmaceuticals,2023
GlobalCorp_61,"['Customer_PWJ', 'Customer_LXP', 'Customer_IMW']",436869181.71,-11937484.44,Canada,247437,Retail,2021
GlobalCorp_41,"['Customer_CDB', 'Customer_VDG', 'Customer_VVT']",102467784.5,9205144.94,India,884278,Manufacturing,2021
Corp_EWRIVD,"['Customer_QHU', 'Customer_IIZ', 'Customer_LDR']",184958576.01,-6035921.89,Japan,136793,Retail,2021
GlobalCorp._81,"['Customer_BAR', 'Customer_IOO', 'Customer_XJU']",413647856.55,-16929208.94,India,753422,Automotive,2022
GlobalCorp._165,"['Customer_JPX', 'Customer_SCF', 'Customer_OKZ']",506452850.45,150789806.46,UK,653580,Automotive,2022
Corp_JSTPAV,"['Customer_NCP', 'Customer_LAZ', 'Customer_HHK']",619127036.7,48265607.33,Australia,824689,Retail,2024
GlobalCorp_14,"['Customer_LOX', 'Customer_IHW', 'Customer_FID']",201667221.39,2097962.95,India,709177,Pharmaceuticals,2023
GlobalCorp_126,"['Customer_GEO', 'Customer_STQ', 'Customer_XWE']",591545059.63,136283076.44,Germany,277382,Automotive,2022
GlobalCorp_136,"['Customer_ZNH', 'Customer_ZES', 'Customer_SLA']",333722016.0,24111961.58,Japan,431833,Retail,2024
Corp_LBEBKC,"['Customer_TOY', 'Customer_ASH', 'Customer_NYG']",288748107.79,47237712.48,Germany,977965,Automotive,2023
Corp_EWUXNM,"['Customer_PUP', 'Customer_LMU', 'Customer_PXW']",666653508.77,166599565.0,Australia,705497,Technology,2024
GlobalCorp._154,"['Customer_GPN', 'Customer_FYZ', 'Customer_BIE']",128978879.75,27851476.06,France,990090,Retail,2022
Corp_GMHVII,"['Customer_CBM', 'Customer_JGN', 'Customer_YUM']",151094089.51,24851919.88,USA,145657,Technology,2022
GlobalCorp._23,"['Customer_RGX', 'Customer_OAA', 'Customer_RBB']",674531866.84,119631171.08,Canada,804729,Retail,2022
GlobalCorp_105,"['Customer_XSZ', 'Customer_DZB', 'Customer_MSQ']",555711248.91,29215902.5,Japan,986023,Manufacturing,2024
GlobalCorp._186,"['Customer_ZXH', 'Customer_DXT', 'Customer_PIO']",609720196.68,-7816412.09,France,856148,Retail,2022
Corp_WYTLMG,"['Customer_QKD', 'Customer_OXW', 'Customer_RGJ']",605410603.08,138185889.3,France,468960,Automotive,2020
GlobalCorp_39,"['Customer_XWK', 'Customer_KPP', 'Customer_YKY']",633642577.67,-2350238.2,France,951937,Automotive,2023
GlobalCorp._17,"['Customer_ZZM', 'Customer_GXB', 'Customer_CNR']",315299615.63,75378986.4,Japan,125362,Manufacturing,2023
GlobalCorp._183,"['Customer_XBE', 'Customer_YZM', 'Customer_QJJ']",516956665.44,12260293.07,France,632133,Automotive,2022
GlobalCorp._61,"['Customer_ZUP', 'Customer_GQC', 'Customer_OFZ']",348777474.32,-9660614.38,Canada,247437,Retail,2021
GlobalCorp._31,"['Customer_PBQ', 'Customer_RZE', 'Customer_FHA']",210321140.29,24320182.93,Japan,947534,Automotive,2022
GlobalCorp_29,"['Customer_NIK', 'Customer_QSQ', 'Customer_FQW']",616521147.47,112590930.74,India,483830,Retail,2024
GlobalCorp._42,"['Customer_YFG', 'Customer_QTB', 'Customer_ZWN']",369114577.82,45530161.17,France,522341,Pharmaceuticals,2022
GlobalCorp_73,"['Customer_BFH', 'Customer_XWU', 'Customer_XNA']",593051349.16,158042146.08,Germany,784512,Energy,2021
GlobalCorp._14,"['Customer_IPT', 'Customer_NDR', 'Customer_XQT']",242594905.64,33496849.9,India,709177,Pharmaceuticals,2022
GlobalCorp_178,"['Customer_QXZ', 'Customer_QOH', 'Customer_AZP']",574081302.13,120534961.52,UK,029453,Technology,2022
GlobalCorp._28,"['Customer_JVJ', 'Customer_QIP', 'Customer_MBD']",251301078.63,-2963755.95,Japan,392783,Retail,2024
GlobalCorp_120,"['Customer_WEV', 'Customer_VHA', 'Customer_EDT']",199810671.07,-244199.09,Canada,182440,Pharmaceuticals,2021
GlobalCorp_113,"['Customer_NOM', 'Customer_ICH', 'Customer_WNV']",238165852.79,-16820192.15,USA,859421,Technology,2022
GlobalCorp._63,"['Customer_BWD', 'Customer_BGZ', 'Customer_UNA']",362155959.2,-8010378.81,UK,096322,Retail,2021
GlobalCorp._170,"['Customer_WTX', 'Customer_YAS', 'Customer_RJA']",382951273.29,95767559.91,India,776972,Automotive,2023
GlobalCorp_135,"['Customer_UTX', 'Customer_ONG', 'Customer_RTP']",548557542.49,45699835.71,Australia,300488,Manufacturing,2023
GlobalCorp._111,"['Customer_JEC', 'Customer_GFL', 'Customer_QEJ']",63773199.37,6778080.87,India,154508,Technology,2024
Corp_VVUZES,"['Customer_NXO', 'Customer_EDU', 'Customer_GQX']",214869781.19,11810658.99,Australia,194389,Energy,2021
GlobalCorp_144,"['Customer_HVA', 'Customer_DME', 'Customer_BWN']",52585947.83,6994560.79,Japan,417740,Manufacturing,2024
GlobalCorp._5,"['Customer_FMT', 'Customer_UYM', 'Customer_FZF']",648586853.43,100398850.27,UK,421023,Automotive,2022
GlobalCorp._20,"['Customer_DBQ', 'Customer_BFU', 'Customer_WWJ']",276534339.78,72679127.61,USA,799761,Automotive,2024
Corp_FWXIOX,"['Customer_FFF', 'Customer_IHN', 'Customer_DLN']",9681003.64,1441582.39,France,279396,Automotive,2024
GlobalCorp_86,"['Customer_XDK', 'Customer_EUY', 'Customer_SVO']",474367937.32,84743508.95,USA,760668,Technology,2020
GlobalCorp_190,"['Customer_FET', 'Customer_OLN', 'Customer_TQW']",477382624.78,-378747.85,Canada,971793,Automotive,2020
GlobalCorp_45,"['Customer_GBO', 'Customer_OOM', 'Customer_AHE']",310651147.1,59848289.16,Australia,068906,Energy,2020
GlobalCorp._87,"['Customer_NLW', 'Customer_ASL', 'Customer_IXI']",195546376.72,46621621.39,UK,565580,Automotive,2022
GlobalCorp._179,"['Customer_DGU', 'Customer_PJM', 'Customer_DPY']",228167229.06,47241646.83,USA,764634,Retail,2021
Corp_SPVFQK,"['Customer_BEZ', 'Customer_CRK', 'Customer_LKP']",439149415.06,125852209.66,USA,285879,Energy,2023
Corp_DPDYNU,"['Customer_OBW', 'Customer_VAW', 'Customer_EWA']",680794029.82,-1558378.0,UK,330737,Automotive,2020
GlobalCorp_139,"['Customer_DKC', 'Customer_IEO', 'Customer_LEG']",161202795.83,2928354.95,India,153829,Energy,2023
Corp_QUHIUU,"['Customer_VQS', 'Customer_IDT', 'Customer_EEW']",263632632.0,72872737.78,India,690866,Automotive,2020
GlobalCorp._148,"['Customer_ITG', 'Customer_ENE', 'Customer_XPA']",364561020.87,43940892.64,Japan,438423,Manufacturing,2022
GlobalCorp_188,"['Customer_FBC', 'Customer_KRL', 'Customer_DGK']",506167794.22,1216928.28,Canada,289239,Manufacturing,2020
GlobalCorp_116,"['Customer_LFT', 'Customer_HST', 'Customer_ZDY']",201938339.76,11609448.72,France,549957,Retail,2023
GlobalCorp_44,"['Customer_GVC', 'Customer_ICG', 'Customer_YBQ']",412799061.31,-10400039.19,USA,825781,Manufacturing,2022
GlobalCorp_170,"['Customer_LYB', 'Customer_WOZ', 'Customer_KUZ']",264086771.09,21969981.07,India,776972,Automotive,2024
GlobalCorp._131,"['Customer_BXP', 'Customer_FCW', 'Customer_WQU']",411759411.84,46229051.27,Canada,803371,Retail,2020
GlobalCorp_173,"['Customer_JCH', 'Customer_YEP', 'Customer_NQX']",506442376.67,91124086.39,USA,752427,Retail,2023
GlobalCorp_185,"['Customer_JSD', 'Customer_MPC', 'Customer_RKX']",323286658.12,67490263.84,UK,897233,Pharmaceuticals,2022
GlobalCorp._148,"['Customer_YNA', 'Customer_PJC', 'Customer_YHZ']",118395536.63,19137806.05,Japan,438423,Manufacturing,2020
Corp_EWQJIU,"['Customer_PEZ', 'Customer_PRW', 'Customer_NAI']",657840940.37,195656108.25,UK,413713,Manufacturing,2020
GlobalCorp_37,"['Customer_JYX', 'Customer_DGN', 'Customer_QPO']",62709001.22,4548114.41,USA,803713,Technology,2022
GlobalCorp._67,"['Customer_IVU', 'Customer_OYJ', 'Customer_YAX']",186185323.06,44257520.97,Japan,072385,Automotive,2024
GlobalCorp_132,"['Customer_JCC', 'Customer_YRH', 'Customer_LHP']",117406379.13,10848224.38,USA,884874,Automotive,2024
GlobalCorp_23,"['Customer_VHC', 'Customer_TZL', 'Customer_ZCD']",562136415.47,72231646.42,Canada,804729,Retail,2021
GlobalCorp_147,"['Customer_VZN', 'Customer_WDO', 'Customer_YON']",470818101.36,20978840.23,USA,674959,Pharmaceuticals,2020
GlobalCorp._8,"['Customer_PPN', 'Customer_FPP', 'Customer_ERP']",265460068.33,-22335445.54,USA,513569,Energy,2023
Corp_BNAPBB,"['Customer_EXL', 'Customer_WUO', 'Customer_FWE']",692173865.43,-40070383.83,USA,557131,Energy,2021
GlobalCorp._40,"['Customer_UZY', 'Customer_MML', 'Customer_TUH']",589188235.99,115292615.69,Australia,232830,Retail,2023
Corp_QTFVQZ,"['Customer_EOE', 'Customer_QIN', 'Customer_FAJ']",457300429.78,71526047.12,Australia,937880,Energy,2021
GlobalCorp_184,"['Customer_SKV', 'Customer_EHO', 'Customer_ZXG']",438025941.15,-30979426.11,Canada,531690,Pharmaceuticals,2020
Corp_UOREOF,"['Customer_RVL', 'Customer_ARU', 'Customer_YNM']",621464860.71,-41969841.66,Canada,550660,Pharmaceuticals,2022
GlobalCorp._195,"['Customer_ISD', 'Customer_JZD', 'Customer_WLO']",22189042.36,-807675.59,Canada,132210,Pharmaceuticals,2023
GlobalCorp._41,"['Customer_ZLV', 'Customer_AFK', 'Customer_UBR']",94702953.8,8474616.12,India,884278,Manufacturing,2024
Corp_RZOVQC,"['Customer_LSM', 'Customer_IQJ', 'Customer_AIP']",636761897.66,-15252637.16,Japan,809491,Retail,2023
Corp_VRPRBS,"['Customer_ALH', 'Customer_KXJ', 'Customer_GDU']",239593981.3,11009972.25,Australia,818029,Retail,2024
GlobalCorp._138,"['Customer_GTD', 'Customer_BJA', 'Customer_RAE']",534835020.47,-46321915.73,Canada,304927,Pharmaceuticals,2020
GlobalCorp._51,"['Customer_ZIC', 'Customer_TCO', 'Customer_XUW']",95350307.4,14826459.39,USA,431206,Automotive,2023
GlobalCorp._184,"['Customer_NFB', 'Customer_YJR', 'Customer_CBW']",93920972.89,24785823.15,Canada,531690,Pharmaceuticals,2021
Corp_YHENMB,"['Customer_PKD', 'Customer_JAB', 'Customer_WCR']",529032314.39,113092355.94,USA,365858,Manufacturing,2022
GlobalCorp._19,"['Customer_NJN', 'Customer_IAE', 'Customer_MEX']",193878830.17,-5130163.83,Australia,505102,Automotive,2020
GlobalCorp_67,"['Customer_TBD', 'Customer_VZR', 'Customer_ZZG']",339156492.98,-25986606.84,Japan,072385,Automotive,2022
GlobalCorp_96,"['Customer_TCE', 'Customer_RJQ', 'Customer_ZRX']",635511242.41,-56626932.43,Germany,216859,Technology,2021
GlobalCorp._113,"['Customer_UIM', 'Customer_VRD', 'Customer_MHE']",427330749.37,113902599.54,USA,859421,Technology,2022
GlobalCorp_96,"['Customer_DRM', 'Customer_RYH', 'Customer_RAB']",238995346.68,32718053.02,Germany,216859,Technology,2021
GlobalCorp._120,"['Customer_QBP', 'Customer_CTS', 'Customer_HAI']",540876170.88,-48465085.27,Canada,182440,Pharmaceuticals,2020
GlobalCorp._66,"['Customer_JZI', 'Customer_YII', 'Customer_LED']",377578615.08,-8176991.55,Canada,598816,Automotive,2021
GlobalCorp._139,"['Customer_ZKO', 'Customer_SYA', 'Customer_CCN']",81286455.8,9963922.32,India,153829,Energy,2024
Corp_NMFTLW,"['Customer_ZQJ', 'Customer_CNT', 'Customer_SVL']",370369429.17,46982367.54,Japan,371704,Automotive,2021
GlobalCorp_65,"['Customer_EVS', 'Customer_WEK', 'Customer_YCW']",582426839.74,60860435.76,UK,082671,Manufacturing,2021
Corp_EWXFTE,"['Customer_BDV', 'Customer_YVB', 'Customer_QKI']",680354542.03,56007516.54,USA,604795,Technology,2022
Corp_PAWBCE,"['Customer_AIC', 'Customer_PXD', 'Customer_QNB']",649240281.32,-15965452.9,Japan,061040,Technology,2023
GlobalCorp_142,"['Customer_DGR', 'Customer_SCO', 'Customer_ZDD']",616455533.04,-35123869.5,France,213273,Pharmaceuticals,2024
GlobalCorp._164,"['Customer_OMQ', 'Customer_BTN', 'Customer_BBE']",551342656.48,1395344.7,France,998149,Energy,2021
GlobalCorp_57,"['Customer_NKX', 'Customer_TSN', 'Customer_XWQ']",260765681.8,-15566007.89,Australia,746966,Energy,2024
GlobalCorp._18,"['Customer_DCQ', 'Customer_HOV', 'Customer_RXQ']",365535659.18,8479732.08,USA,500054,Automotive,2022
GlobalCorp._156,"['Customer_SNC', 'Customer_PUD', 'Customer_MOG']",618641716.63,132583767.72,Japan,571211,Manufacturing,2021
GlobalCorp_117,"['Customer_YKT', 'Customer_PBR', 'Customer_MKK']",223660605.29,44946198.63,France,070442,Energy,2022
GlobalCorp._100,"['Customer_KHG', 'Customer_DBV', 'Customer_FGH']",490003708.28,6670744.26,UK,273133,Manufacturing,2022
Corp_AGWAAI,"['Customer_XBF', 'Customer_FTE', 'Customer_WTE']",592511686.18,156748092.19,Japan,045692,Energy,2023
GlobalCorp._102,"['Customer_PZA', 'Customer_KJF', 'Customer_LSZ']",49157030.21,-542117.01,India,853395,Technology,2020
GlobalCorp_14,"['Customer_YON', 'Customer_PHU', 'Customer_EYU']",280738147.67,83324818.39,India,709177,Pharmaceuticals,2022
GlobalCorp._20,"['Customer_IVZ', 'Customer_BLK', 'Customer_BZO']",179434521.93,-2108988.66,USA,799761,Automotive,2020
Corp_KZHFTI,"['Customer_SBH', 'Customer_JBK', 'Customer_DKX']",530022544.75,5423003.89,Japan,524393,Pharmaceuticals,2020
GlobalCorp_119,"['Customer_OGT', 'Customer_JSO', 'Customer_VWS']",146961242.14,-4777992.82,Germany,796278,Pharmaceuticals,2021
Corp_PAGIVR,"['Customer_VNQ', 'Customer_GCC', 'Customer_NJI']",319541944.72,63221492.23,USA,601041,Technology,2024
GlobalCorp._86,"['Customer_VSK', 'Customer_BYE', 'Customer_MWJ']",87412244.1,19212768.05,USA,760668,Technology,2021
Corp_PICBWY,"['Customer_DHM', 'Customer_DST', 'Customer_GNW']",660920622.89,-22677419.33,Australia,629075,Automotive,2022
GlobalCorp_14,"['Customer_COY', 'Customer_VYP', 'Customer_GGC']",530331727.89,-20035831.82,India,709177,Pharmaceuticals,2022
GlobalCorp_106,"['Customer_IAV', 'Customer_RLX', 'Customer_HOO']",530057395.37,128128409.97,UK,137611,Pharmaceuticals,2024
GlobalCorp._102,"['Customer_TIG', 'Customer_DBD', 'Customer_CZW']",277059498.15,42011436.84,India,853395,Technology,2021
GlobalCorp_149,"['Customer_YBC', 'Customer_TGU', 'Customer_ACN']",589991869.14,93998147.1,France,104576,Pharmaceuticals,2020
GlobalCorp._107,"['Customer_BJJ', 'Customer_VYN', 'Customer_SSS']",494087173.46,67583048.24,France,980366,Manufacturing,2021
GlobalCorp._195,"['Customer_KXU', 'Customer_JQZ', 'Customer_QRW']",184139872.94,21193038.98,Canada,132210,Pharmaceuticals,2023
Corp_YLIJHY,"['Customer_TEJ', 'Customer_JVV', 'Customer_DXU']",43817429.34,7571035.7,Japan,264690,Energy,2022
GlobalCorp_169,"['Customer_KEA', 'Customer_QUB', 'Customer_NMT']",359953045.1,-7873703.84,France,098090,Pharmaceuticals,2020
GlobalCorp._189,"['Customer_QMF', 'Customer_URQ', 'Customer_XXN']",107432377.25,28227548.0,Australia,847866,Technology,2020
GlobalCorp._92,"['Customer_NSK', 'Customer_HUR', 'Customer_OBR']",303287322.67,16048501.41,France,529401,Retail,2023
GlobalCorp._17,"['Customer_AKB', 'Customer_HDV', 'Customer_REC']",315837099.51,55433195.01,Japan,125362,Manufacturing,2022
GlobalCorp._149,"['Customer_EPY', 'Customer_NKH', 'Customer_WOQ']",286632721.65,-5053176.28,France,104576,Pharmaceuticals,2020
GlobalCorp._108,"['Customer_PXQ', 'Customer_UTK', 'Customer_DZB']",369878067.11,40787944.62,Germany,764944,Technology,2020
GlobalCorp._81,"['Customer_KKO', 'Customer_CBE', 'Customer_UOR']",540379580.32,42559262.87,India,753422,Automotive,2024
GlobalCorp._187,"['Customer_ZPO', 'Customer_UTH', 'Customer_IWA']",413277687.7,234294.01,Germany,983745,Energy,2020
GlobalCorp._112,"['Customer_UKC', 'Customer_IVZ', 'Customer_ZML']",5484414.83,605084.78,Australia,791202,Automotive,2020
GlobalCorp_96,"['Customer_AFQ', 'Customer_MFO', 'Customer_ZYT']",541559096.15,43891317.23,Germany,216859,Technology,2024
Corp_OLMEQY,"['Customer_AGF', 'Customer_OKQ', 'Customer_CDR']",216434350.13,64676052.9,USA,029131,Automotive,2020
GlobalCorp._132,"['Customer_QCR', 'Customer_HSC', 'Customer_HPV']",94562061.31,10840347.25,USA,884874,Automotive,2020
GlobalCorp_92,"['Customer_UNH', 'Customer_LTO', 'Customer_PGY']",245707723.62,71465800.48,France,529401,Retail,2020
GlobalCorp_119,"['Customer_GVN', 'Customer_FHV', 'Customer_QLV']",388125519.64,57668694.3,Germany,796278,Pharmaceuticals,2024
GlobalCorp_132,"['Customer_EKX', 'Customer_DKZ', 'Customer_ZUH']",77090360.47,21289669.81,USA,884874,Automotive,2024
GlobalCorp._1,"['Customer_HRV', 'Customer_TDI', 'Customer_NZL']",395938624.84,34144640.11,Canada,616198,Retail,2022
GlobalCorp._79,"['Customer_MLY', 'Customer_QUV', 'Customer_WXA']",221268320.46,30041676.36,USA,678819,Pharmaceuticals,2023
GlobalCorp_37,"['Customer_OZY', 'Customer_JOD', 'Customer_KJP']",125675074.26,-2876589.9,USA,803713,Technology,2023
GlobalCorp_111,"['Customer_CAA', 'Customer_HJM', 'Customer_KSB']",190987598.4,32060333.42,India,154508,Technology,2022
Corp_SFVCBH,"['Customer_UKU', 'Customer_YKG', 'Customer_SFJ']",30953314.67,17063.62,USA,619154,Pharmaceuticals,2023
GlobalCorp_160,"['Customer_AOO', 'Customer_GKS', 'Customer_ZSX']",480914834.59,66109406.0,Canada,185203,Retail,2021
Corp_BYFKEE,"['Customer_EGS', 'Customer_EMV', 'Customer_ZYN']",460052802.98,114230262.96,Japan,552082,Pharmaceuticals,2023
GlobalCorp._101,"['Customer_PYG', 'Customer_NPY', 'Customer_HEM']",412286477.58,1338990.81,Japan,280267,Retail,2022
GlobalCorp._109,"['Customer_HTY', 'Customer_RLB', 'Customer_AFK']",594562999.15,9306518.37,USA,765328,Technology,2023
Corp_GFROHR,"['Customer_QHO', 'Customer_TJF', 'Customer_XYU']",477730167.89,63803034.09,Canada,789677,Retail,2020
GlobalCorp_16,"['Customer_SMF', 'Customer_HAA', 'Customer_WFE']",637370956.77,90750263.57,France,392221,Retail,2022
Corp_JYBDGN,"['Customer_AOJ', 'Customer_NVD', 'Customer_VSE']",58875832.34,12367569.26,UK,678574,Retail,2020
GlobalCorp._23,"['Customer_GUM', 'Customer_TSM', 'Customer_RBB']",319945016.58,72363231.62,Canada,804729,Retail,2021
GlobalCorp_42,"['Customer_MVX', 'Customer_WEI', 'Customer_KTG']",91894315.78,-3037011.22,France,522341,Pharmaceuticals,2021
GlobalCorp._190,"['Customer_LBG', 'Customer_RIB', 'Customer_KGQ']",660653776.17,78274987.12,Canada,971793,Automotive,2020
Corp_CPZJQT,"['Customer_KOZ', 'Customer_VUK', 'Customer_NSW']",87026970.68,20600279.02,USA,678844,Manufacturing,2021
GlobalCorp_77,"['Customer_FCC', 'Customer_PVD', 'Customer_FEV']",154978049.88,-5488996.96,France,167779,Automotive,2021
Corp_UQRFXA,"['Customer_QME', 'Customer_FHX', 'Customer_CJW']",476897320.8,98865133.64,USA,419913,Manufacturing,2023
GlobalCorp_149,"['Customer_MGJ', 'Customer_CEL', 'Customer_ZSC']",77319865.67,-3833323.62,France,104576,Pharmaceuticals,2024
GlobalCorp._136,"['Customer_NJG', 'Customer_KNX', 'Customer_SCP']",84085199.97,16227219.72,Japan,431833,Retail,2022
GlobalCorp_158,"['Customer_ESN', 'Customer_VYZ', 'Customer_RGE']",568344259.1,102917544.94,Germany,064201,Retail,2024
GlobalCorp._45,"['Customer_SVI', 'Customer_OGK', 'Customer_GTT']",496137771.48,2594407.47,Australia,068906,Energy,2022
GlobalCorp._135,"['Customer_RKU', 'Customer_REN', 'Customer_HSX']",5267474.56,-437328.97,Australia,300488,Manufacturing,2021
GlobalCorp._163,"['Customer_CVH', 'Customer_DIQ', 'Customer_SAI']",234261171.31,44733799.14,Canada,440594,Pharmaceuticals,2024
GlobalCorp._151,"['Customer_TRT', 'Customer_QFE', 'Customer_TGX']",316861543.12,14009756.23,Canada,680771,Retail,2021
GlobalCorp._64,"['Customer_XVA', 'Customer_DRY', 'Customer_TXJ']",312813212.84,-25174488.66,UK,737489,Technology,2024
GlobalCorp_46,"['Customer_HRE', 'Customer_SXI', 'Customer_HSK']",501679331.79,44751476.98,Canada,963891,Manufacturing,2020
Corp_BIQWWW,"['Customer_VYB', 'Customer_PVT', 'Customer_KYR']",18514960.55,1107008.14,UK,978139,Retail,2020
GlobalCorp_171,"['Customer_MAL', 'Customer_WIG', 'Customer_PRE']",580027920.67,99090321.13,Japan,862563,Manufacturing,2021
GlobalCorp_112,"['Customer_DCP', 'Customer_WQY', 'Customer_IMA']",169204404.72,35440817.29,Australia,791202,Automotive,2020
Corp_NKLFRX,"['Customer_BJO', 'Customer_GPT', 'Customer_JWD']",653872690.56,149854611.65,Canada,530704,Technology,2023
GlobalCorp_123,"['Customer_IMM', 'Customer_VAQ', 'Customer_IOX']",352962825.97,-23615661.34,UK,693909,Technology,2020
GlobalCorp._115,"['Customer_BIT', 'Customer_JCJ', 'Customer_STO']",698028563.47,22750415.72,UK,450447,Pharmaceuticals,2022
GlobalCorp._15,"['Customer_MDZ', 'Customer_TUM', 'Customer_DXS']",71760284.07,7761698.92,Australia,079012,Energy,2023
GlobalCorp_78,"['Customer_OAI', 'Customer_FIL', 'Customer_QRE']",113150268.08,368868.33,Japan,064854,Manufacturing,2024
Corp_FMYZXB,"['Customer_DTT', 'Customer_NKG', 'Customer_KNR']",285462944.25,8882419.64,USA,114172,Technology,2021
