corporate_name_S1,address,activity_places,top_suppliers,country,postal_code,industry_sector
GlobalCorp_110,400 Main Street,"['Plant_WMQ', 'Warehouse_EWO']","['Supplier_FTF', 'Supplier_ZYT', 'Supplier_LAO']",USA,963064,Retail
GlobalCorp_18,625 Main Street,"['Plant_FWR', 'Warehouse_CDI']","['Supplier_LWU', 'Supplier_UTD', 'Supplier_AIM']",USA,500054,Automotive
GlobalCorp_41,348 Main Street,"['Plant_PPT', 'Warehouse_QTC']","['Supplier_CDZ', 'Supplier_NFO', 'Supplier_RBA']",India,884278,Manufacturing
Corp_EFSJNM,287 Street_LWA Ave,"['Plant_DRI', 'Warehouse_PEJ']","['Supplier_OZP', 'Supplier_HVP', 'Supplier_HDJ']",UK,968119,Pharmaceuticals
Corp_DAWXNA,409 Street_ZTN Ave,"['Plant_AOW', 'Warehouse_NTC']","['Supplier_MBC', 'Supplier_EZE', 'Supplier_JXC']",France,699076,Energy
GlobalCorp_187,100 Main Street,"['Plant_MOB', 'Warehouse_TVF']","['Supplier_QBK', 'Supplier_XLG', 'Supplier_BWF']",Germany,983745,Energy
GlobalCorp_116,635 Main Street,"['Plant_NCK', 'Warehouse_OFM']","['Supplier_UNR', 'Supplier_DJY', 'Supplier_OWK']",France,549957,Retail
Corp_RLYAYQ,198 Street_HEJ Ave,"['Plant_EPH', 'Warehouse_HRN']","['Supplier_MJQ', 'Supplier_ENN', 'Supplier_OSY']",France,422645,Automotive
GlobalCorp_198,913 Main Street,"['Plant_YYN', 'Warehouse_UHM']","['Supplier_TGR', 'Supplier_NPN', 'Supplier_IBS']",Australia,249693,Manufacturing
globalcorporation_37,735 Main Street,"['Plant_HZV', 'Warehouse_DNJ']","['Supplier_AEK', 'Supplier_NEP', 'Supplier_TNJ']",USA,803713,Technology
Corp_QPJONS,627 Street_WBP Ave,"['Plant_EOU', 'Warehouse_TFK']","['Supplier_CQN', 'Supplier_PDN', 'Supplier_PAJ']",India,010501,Energy
GlobalCorp_193,713 Main Street,"['Plant_FII', 'Warehouse_XHF']","['Supplier_OOL', 'Supplier_IJM', 'Supplier_ULE']",Australia,445676,Energy
Corp_ORYGPX,206 Street_DBQ Ave,"['Plant_VUF', 'Warehouse_RSX']","['Supplier_JHW', 'Supplier_HTN', 'Supplier_GBQ']",Canada,251862,Technology
Corp_WTGWQK,690 Street_SIA Ave,"['Plant_ACH', 'Warehouse_SWZ']","['Supplier_CLJ', 'Supplier_LRN', 'Supplier_GUJ']",Japan,851790,Retail
Corp_UTASRZ,638 Street_CMG Ave,"['Plant_IJD', 'Warehouse_RPG']","['Supplier_MNV', 'Supplier_ZFE', 'Supplier_IVC']",USA,872885,Manufacturing
GlobalCorp_100,877 Main Street,"['Plant_MST', 'Warehouse_NDD']","['Supplier_MVO', 'Supplier_TJU', 'Supplier_PVV']",UK,273133,Manufacturing
globalcorporation_53,316 Main Street,"['Plant_ZLT', 'Warehouse_KYG']","['Supplier_PEO', 'Supplier_KFF', 'Supplier_AXB']",Germany,178739,Pharmaceuticals
Corp_EXZVLY,270 Street_FQT Ave,"['Plant_APP', 'Warehouse_XHG']","['Supplier_FMI', 'Supplier_RTA', 'Supplier_EUO']",India,266008,Energy
GlobalCorp_120,890 Main Street,"['Plant_SVE', 'Warehouse_RGZ']","['Supplier_HQY', 'Supplier_UBV', 'Supplier_DXF']",Canada,182440,Pharmaceuticals
globalcorporation_195,423 Main Street,"['Plant_GKE', 'Warehouse_LPN']","['Supplier_JJB', 'Supplier_JMY', 'Supplier_IND']",Canada,132210,Pharmaceuticals
Corp_SZTTDU,597 Street_AVA Ave,"['Plant_KRJ', 'Warehouse_AJN']","['Supplier_MNB', 'Supplier_RPV', 'Supplier_TMB']",USA,068711,Pharmaceuticals
GlobalCorp_33,791 Main Street,"['Plant_REH', 'Warehouse_TCR']","['Supplier_PXH', 'Supplier_LUH', 'Supplier_SVF']",USA,945306,Energy
Corp_CWHZDT,790 Street_XAK Ave,"['Plant_UBU', 'Warehouse_YSS']","['Supplier_AAF', 'Supplier_PZH', 'Supplier_ELN']",Canada,517847,Manufacturing
GlobalCorp_192,520 Main Street,"['Plant_VTK', 'Warehouse_ELW']","['Supplier_LKG', 'Supplier_ODA', 'Supplier_XFQ']",USA,456272,Retail
globalcorporation_51,55 Main Street,"['Plant_FKH', 'Warehouse_CUG']","['Supplier_ALR', 'Supplier_YOZ', 'Supplier_XFY']",USA,431206,Automotive
GlobalCorp_74,486 Main Street,"['Plant_VDF', 'Warehouse_QZE']","['Supplier_FBS', 'Supplier_MIM', 'Supplier_IIL']",USA,497450,Automotive
GlobalCorp_196,668 Main Street,"['Plant_NEV', 'Warehouse_HOJ']","['Supplier_OQI', 'Supplier_PTU', 'Supplier_NPG']",Germany,995971,Automotive
globalcorporation_168,265 Main Street,"['Plant_GAK', 'Warehouse_ILX']","['Supplier_FOG', 'Supplier_PRG', 'Supplier_XEX']",USA,782376,Technology
Corp_IXDTLG,391 Street_TJH Ave,"['Plant_TFY', 'Warehouse_ZLA']","['Supplier_EGW', 'Supplier_BEC', 'Supplier_BFH']",Australia,831648,Technology
globalcorporation_119,386 Main Street,"['Plant_WHU', 'Warehouse_ARB']","['Supplier_ZHW', 'Supplier_QJY', 'Supplier_TDY']",Germany,796278,Pharmaceuticals
Corp_EVHUCI,648 Street_JJW Ave,"['Plant_FOT', 'Warehouse_KAW']","['Supplier_QOF', 'Supplier_YYU', 'Supplier_JIN']",UK,258153,Pharmaceuticals
Corp_BOZLZI,59 Street_DLV Ave,"['Plant_ZIT', 'Warehouse_TBU']","['Supplier_ULA', 'Supplier_CAI', 'Supplier_ULH']",UK,161423,Retail
GlobalCorp_151,830 Main Street,"['Plant_FWY', 'Warehouse_FLK']","['Supplier_FPL', 'Supplier_ARP', 'Supplier_WFR']",Canada,680771,Retail
GlobalCorp_137,17 Main Street,"['Plant_TIX', 'Warehouse_AVF']","['Supplier_YSD', 'Supplier_AXX', 'Supplier_SOG']",USA,196322,Technology
Corp_SAGLGR,717 Street_TOI Ave,"['Plant_YDN', 'Warehouse_GVW']","['Supplier_GXQ', 'Supplier_XLF', 'Supplier_RWD']",Canada,254383,Technology
globalcorporation_143,255 Main Street,"['Plant_DSL', 'Warehouse_UPX']","['Supplier_OGJ', 'Supplier_UOV', 'Supplier_LIF']",Japan,672973,Energy
Corp_JXQIFC,525 Street_UIU Ave,"['Plant_WSX', 'Warehouse_OTP']","['Supplier_YAX', 'Supplier_JPF', 'Supplier_SFQ']",India,112761,Retail
GlobalCorp_75,333 Main Street,"['Plant_KYF', 'Warehouse_WXD']","['Supplier_KTV', 'Supplier_JXI', 'Supplier_THC']",UK,156978,Energy
GlobalCorp_69,374 Main Street,"['Plant_MXU', 'Warehouse_WWJ']","['Supplier_FIR', 'Supplier_BPZ', 'Supplier_JKB']",France,567304,Energy
Corp_MADDFA,598 Street_YYE Ave,"['Plant_AAY', 'Warehouse_FQL']","['Supplier_MXE', 'Supplier_TFF', 'Supplier_OXX']",Australia,010250,Manufacturing
globalcorporation_73,477 Main Street,"['Plant_MDF', 'Warehouse_EPP']","['Supplier_PKS', 'Supplier_CIF', 'Supplier_EYG']",Germany,784512,Energy
globalcorporation_45,663 Main Street,"['Plant_MMB', 'Warehouse_UIJ']","['Supplier_HYK', 'Supplier_TZW', 'Supplier_PNM']",Australia,068906,Energy
Corp_KYFIHB,846 Street_SHE Ave,"['Plant_WYV', 'Warehouse_MAY']","['Supplier_ZJM', 'Supplier_XIM', 'Supplier_JIN']",Germany,518277,Pharmaceuticals
GlobalCorp_68,334 Main Street,"['Plant_YFG', 'Warehouse_FBQ']","['Supplier_PEY', 'Supplier_VPS', 'Supplier_BME']",Canada,732190,Retail
Corp_JWXSKN,612 Street_FYY Ave,"['Plant_JGY', 'Warehouse_WTD']","['Supplier_JYQ', 'Supplier_YBZ', 'Supplier_WJQ']",Germany,693626,Technology
globalcorporation_194,329 Main Street,"['Plant_YEC', 'Warehouse_RFP']","['Supplier_MTZ', 'Supplier_MAX', 'Supplier_GFR']",Japan,220228,Retail
GlobalCorp_2,958 Main Street,"['Plant_CLL', 'Warehouse_JRH']","['Supplier_TKD', 'Supplier_JYI', 'Supplier_IHB']",Germany,992015,Manufacturing
Corp_JRLUDN,713 Street_UDE Ave,"['Plant_IXL', 'Warehouse_QUX']","['Supplier_MJM', 'Supplier_LLS', 'Supplier_XVJ']",Australia,406183,Manufacturing
Corp_UBDYUF,425 Street_UAK Ave,"['Plant_SZN', 'Warehouse_XMZ']","['Supplier_XYT', 'Supplier_TVV', 'Supplier_XMD']",India,131451,Pharmaceuticals
Corp_EDEFKM,653 Street_KOG Ave,"['Plant_JWA', 'Warehouse_AQE']","['Supplier_WPS', 'Supplier_LCU', 'Supplier_REL']",Canada,463908,Manufacturing
GlobalCorp_95,264 Main Street,"['Plant_FIS', 'Warehouse_CVV']","['Supplier_IAS', 'Supplier_HBM', 'Supplier_PTA']",France,063348,Technology
Corp_PGGUYR,521 Street_QQW Ave,"['Plant_YTS', 'Warehouse_HRB']","['Supplier_VPH', 'Supplier_PLE', 'Supplier_ZMI']",France,439518,Retail
globalcorporation_27,230 Main Street,"['Plant_HPX', 'Warehouse_IBZ']","['Supplier_SQN', 'Supplier_RHF', 'Supplier_SOF']",Japan,975536,Manufacturing
GlobalCorp_92,622 Main Street,"['Plant_HLY', 'Warehouse_VSR']","['Supplier_ANE', 'Supplier_YIY', 'Supplier_IEX']",France,529401,Retail
GlobalCorp_110,400 Main Street,"['Plant_QQO', 'Warehouse_GJM']","['Supplier_KZV', 'Supplier_BHJ', 'Supplier_QUC']",USA,963064,Retail
GlobalCorp_166,768 Main Street,"['Plant_LMV', 'Warehouse_TPO']","['Supplier_AEE', 'Supplier_RPK', 'Supplier_TME']",France,908074,Retail
globalcorporation_108,791 Main Street,"['Plant_EFB', 'Warehouse_DKT']","['Supplier_PMK', 'Supplier_EJN', 'Supplier_SEQ']",Germany,764944,Technology
globalcorporation_110,400 Main Street,"['Plant_UDO', 'Warehouse_MGR']","['Supplier_BSK', 'Supplier_AYI', 'Supplier_BKA']",USA,963064,Retail
Corp_DICPOK,831 Street_DRW Ave,"['Plant_LQV', 'Warehouse_PJQ']","['Supplier_GAO', 'Supplier_SMT', 'Supplier_RSV']",India,454878,Pharmaceuticals
globalcorporation_75,333 Main Street,"['Plant_NSY', 'Warehouse_RCP']","['Supplier_SDK', 'Supplier_ZKZ', 'Supplier_NWX']",UK,156978,Energy
Corp_OOJFYT,904 Street_YDZ Ave,"['Plant_RTT', 'Warehouse_ROF']","['Supplier_QEH', 'Supplier_MQO', 'Supplier_KCL']",Canada,327062,Retail
GlobalCorp_37,735 Main Street,"['Plant_OXI', 'Warehouse_KQI']","['Supplier_BSC', 'Supplier_APM', 'Supplier_SAM']",USA,803713,Technology
globalcorporation_66,321 Main Street,"['Plant_GHS', 'Warehouse_NTO']","['Supplier_HSB', 'Supplier_SMC', 'Supplier_TAQ']",Canada,598816,Automotive
GlobalCorp_112,266 Main Street,"['Plant_CIB', 'Warehouse_VHO']","['Supplier_TTH', 'Supplier_GLD', 'Supplier_LWZ']",Australia,791202,Automotive
GlobalCorp_7,227 Main Street,"['Plant_UOY', 'Warehouse_URF']","['Supplier_III', 'Supplier_FFU', 'Supplier_SHN']",Australia,569477,Technology
globalcorporation_137,17 Main Street,"['Plant_YYY', 'Warehouse_SUN']","['Supplier_TRE', 'Supplier_LTW', 'Supplier_MHZ']",USA,196322,Technology
Corp_SUSMTM,281 Street_HJB Ave,"['Plant_WOB', 'Warehouse_FOP']","['Supplier_DHX', 'Supplier_VLR', 'Supplier_SDN']",India,991936,Energy
Corp_UZREYG,488 Street_QAJ Ave,"['Plant_STW', 'Warehouse_DXU']","['Supplier_YCT', 'Supplier_IJE', 'Supplier_BDA']",Germany,805088,Technology
globalcorporation_38,430 Main Street,"['Plant_FNJ', 'Warehouse_PDU']","['Supplier_ZZG', 'Supplier_TJA', 'Supplier_HYS']",France,282542,Pharmaceuticals
globalcorporation_103,261 Main Street,"['Plant_ZHO', 'Warehouse_SBU']","['Supplier_HAV', 'Supplier_ZZZ', 'Supplier_WYJ']",France,736745,Technology
GlobalCorp_176,631 Main Street,"['Plant_HAQ', 'Warehouse_QHR']","['Supplier_QSL', 'Supplier_YRS', 'Supplier_ZBE']",France,439111,Energy
Corp_HNYVTB,473 Street_EHK Ave,"['Plant_GVW', 'Warehouse_THL']","['Supplier_FXN', 'Supplier_ODB', 'Supplier_AIT']",India,149110,Technology
GlobalCorp_131,15 Main Street,"['Plant_GXP', 'Warehouse_FHN']","['Supplier_WPB', 'Supplier_NPH', 'Supplier_VKM']",Canada,803371,Retail
Corp_OZBELB,765 Street_WJG Ave,"['Plant_FLW', 'Warehouse_KEH']","['Supplier_PJP', 'Supplier_DVA', 'Supplier_IAZ']",USA,683800,Manufacturing
GlobalCorp_109,324 Main Street,"['Plant_RWP', 'Warehouse_KIU']","['Supplier_HOZ', 'Supplier_WPD', 'Supplier_IAR']",USA,765328,Technology
globalcorporation_65,421 Main Street,"['Plant_TGM', 'Warehouse_FYU']","['Supplier_ECT', 'Supplier_LWZ', 'Supplier_OWP']",UK,082671,Manufacturing
Corp_ESHKCY,929 Street_RTZ Ave,"['Plant_QLL', 'Warehouse_UHL']","['Supplier_SBF', 'Supplier_IXW', 'Supplier_QEA']",USA,685873,Pharmaceuticals
GlobalCorp_73,477 Main Street,"['Plant_ESI', 'Warehouse_ANM']","['Supplier_GOE', 'Supplier_VLB', 'Supplier_GNK']",Germany,784512,Energy
globalcorporation_192,520 Main Street,"['Plant_XUI', 'Warehouse_QPY']","['Supplier_ELA', 'Supplier_YGS', 'Supplier_TQC']",USA,456272,Retail
GlobalCorp_130,76 Main Street,"['Plant_DOV', 'Warehouse_LGD']","['Supplier_WAM', 'Supplier_PRD', 'Supplier_TCP']",Germany,525954,Retail
GlobalCorp_60,49 Main Street,"['Plant_MRT', 'Warehouse_EUJ']","['Supplier_SBX', 'Supplier_XTU', 'Supplier_QMZ']",Canada,135415,Pharmaceuticals
globalcorporation_128,792 Main Street,"['Plant_KTR', 'Warehouse_KSX']","['Supplier_AUT', 'Supplier_WRI', 'Supplier_TZG']",India,461991,Technology
Corp_QVCJST,24 Street_BXJ Ave,"['Plant_TZI', 'Warehouse_KCX']","['Supplier_UQA', 'Supplier_OED', 'Supplier_PUL']",Japan,857900,Retail
GlobalCorp_165,901 Main Street,"['Plant_HRW', 'Warehouse_EXG']","['Supplier_EQW', 'Supplier_CDQ', 'Supplier_GQZ']",UK,653580,Automotive
Corp_DWWETX,117 Street_KXC Ave,"['Plant_YEN', 'Warehouse_MXE']","['Supplier_WQM', 'Supplier_LUR', 'Supplier_IUK']",Canada,942156,Automotive
GlobalCorp_109,324 Main Street,"['Plant_EYV', 'Warehouse_ULW']","['Supplier_JUL', 'Supplier_WOF', 'Supplier_TIY']",USA,765328,Technology
Corp_EGDISO,500 Street_DQE Ave,"['Plant_HSI', 'Warehouse_YWV']","['Supplier_VLP', 'Supplier_UBF', 'Supplier_RQO']",Australia,065359,Energy
GlobalCorp_28,865 Main Street,"['Plant_JZY', 'Warehouse_BYC']","['Supplier_JHR', 'Supplier_RRO', 'Supplier_BHU']",Japan,392783,Retail
GlobalCorp_44,481 Main Street,"['Plant_XEP', 'Warehouse_HVV']","['Supplier_YBQ', 'Supplier_ONB', 'Supplier_XMD']",USA,825781,Manufacturing
Corp_WCYLEB,541 Street_TDY Ave,"['Plant_TGR', 'Warehouse_DXE']","['Supplier_BIE', 'Supplier_WRB', 'Supplier_GGG']",Japan,764446,Automotive
Corp_KQSRQI,28 Street_AFT Ave,"['Plant_QKZ', 'Warehouse_RFL']","['Supplier_NJF', 'Supplier_GHW', 'Supplier_YSV']",UK,221426,Energy
GlobalCorp_185,523 Main Street,"['Plant_QPX', 'Warehouse_XTJ']","['Supplier_LFW', 'Supplier_BXH', 'Supplier_JUP']",UK,897233,Pharmaceuticals
globalcorporation_7,227 Main Street,"['Plant_SCD', 'Warehouse_VXK']","['Supplier_HSO', 'Supplier_WKJ', 'Supplier_EJR']",Australia,569477,Technology
Corp_OKZJWN,874 Street_MUB Ave,"['Plant_AAQ', 'Warehouse_SAW']","['Supplier_VKO', 'Supplier_SJV', 'Supplier_IPU']",Australia,883807,Retail
Corp_BKLYAC,674 Street_XCK Ave,"['Plant_AZV', 'Warehouse_NAO']","['Supplier_CBI', 'Supplier_POJ', 'Supplier_FPB']",UK,654931,Pharmaceuticals
GlobalCorp_57,838 Main Street,"['Plant_HIP', 'Warehouse_OIK']","['Supplier_VMZ', 'Supplier_FVC', 'Supplier_PZU']",Australia,746966,Energy
GlobalCorp_113,343 Main Street,"['Plant_PPY', 'Warehouse_PBB']","['Supplier_HWX', 'Supplier_JJT', 'Supplier_SFY']",USA,859421,Technology
GlobalCorp_49,25 Main Street,"['Plant_OKP', 'Warehouse_TTL']","['Supplier_HOY', 'Supplier_VTD', 'Supplier_WUS']",France,752791,Pharmaceuticals
Corp_IZMBYZ,656 Street_LJJ Ave,"['Plant_DLX', 'Warehouse_WXO']","['Supplier_AXC', 'Supplier_PUR', 'Supplier_VQU']",USA,275592,Energy
GlobalCorp_184,350 Main Street,"['Plant_ECD', 'Warehouse_FOG']","['Supplier_ZUA', 'Supplier_HSX', 'Supplier_CRP']",Canada,531690,Pharmaceuticals
GlobalCorp_173,209 Main Street,"['Plant_DLA', 'Warehouse_IPV']","['Supplier_LWN', 'Supplier_UHI', 'Supplier_RIE']",USA,752427,Retail
GlobalCorp_176,631 Main Street,"['Plant_CAT', 'Warehouse_EXH']","['Supplier_AQC', 'Supplier_MJQ', 'Supplier_PQQ']",France,439111,Energy
GlobalCorp_173,209 Main Street,"['Plant_UWS', 'Warehouse_HRV']","['Supplier_VJT', 'Supplier_OAG', 'Supplier_VOF']",USA,752427,Retail
globalcorporation_21,241 Main Street,"['Plant_TET', 'Warehouse_VOE']","['Supplier_REL', 'Supplier_QKF', 'Supplier_ZWD']",UK,887022,Retail
globalcorporation_177,164 Main Street,"['Plant_AMI', 'Warehouse_IZH']","['Supplier_UWP', 'Supplier_HMY', 'Supplier_SGX']",USA,630464,Pharmaceuticals
Corp_XOKMJS,960 Street_TAV Ave,"['Plant_NVQ', 'Warehouse_BLY']","['Supplier_NZC', 'Supplier_VCA', 'Supplier_MUG']",UK,864245,Retail
Corp_NJBQSU,955 Street_CJR Ave,"['Plant_WVA', 'Warehouse_UDC']","['Supplier_MIE', 'Supplier_DBS', 'Supplier_HKY']",Germany,477813,Automotive
globalcorporation_174,512 Main Street,"['Plant_QMH', 'Warehouse_MLB']","['Supplier_OFG', 'Supplier_PIQ', 'Supplier_RJM']",India,201320,Automotive
GlobalCorp_193,713 Main Street,"['Plant_CQF', 'Warehouse_ISY']","['Supplier_FFS', 'Supplier_EHC', 'Supplier_VSX']",Australia,445676,Energy
Corp_EQHRLI,344 Street_CWJ Ave,"['Plant_GQS', 'Warehouse_XWS']","['Supplier_KDE', 'Supplier_WKV', 'Supplier_TOP']",Canada,673629,Pharmaceuticals
Corp_VRVZFL,660 Street_HHO Ave,"['Plant_QNV', 'Warehouse_VAX']","['Supplier_NVD', 'Supplier_MMT', 'Supplier_MOW']",Canada,500918,Manufacturing
GlobalCorp_21,241 Main Street,"['Plant_YKG', 'Warehouse_QHW']","['Supplier_XER', 'Supplier_BVE', 'Supplier_LXU']",UK,887022,Retail
globalcorporation_143,255 Main Street,"['Plant_JXD', 'Warehouse_VGV']","['Supplier_LNT', 'Supplier_WGE', 'Supplier_NHJ']",Japan,672973,Energy
Corp_JWLMQJ,880 Street_ZTV Ave,"['Plant_BVE', 'Warehouse_OVD']","['Supplier_KAX', 'Supplier_QHP', 'Supplier_OPT']",India,923917,Retail
GlobalCorp_106,72 Main Street,"['Plant_YRF', 'Warehouse_KFQ']","['Supplier_AVI', 'Supplier_AVG', 'Supplier_SFH']",UK,137611,Pharmaceuticals
globalcorporation_51,55 Main Street,"['Plant_ABK', 'Warehouse_CZZ']","['Supplier_XQE', 'Supplier_ORO', 'Supplier_HET']",USA,431206,Automotive
globalcorporation_37,735 Main Street,"['Plant_BVR', 'Warehouse_RGI']","['Supplier_TWC', 'Supplier_BMI', 'Supplier_NAG']",USA,803713,Technology
GlobalCorp_176,631 Main Street,"['Plant_SXJ', 'Warehouse_UXQ']","['Supplier_SVM', 'Supplier_WDL', 'Supplier_POD']",France,439111,Energy
GlobalCorp_87,571 Main Street,"['Plant_BSY', 'Warehouse_VZO']","['Supplier_MMI', 'Supplier_ZSH', 'Supplier_PHL']",UK,565580,Automotive
Corp_VZWQDS,100 Street_YFZ Ave,"['Plant_TCH', 'Warehouse_RPT']","['Supplier_UZJ', 'Supplier_DNR', 'Supplier_RHI']",Canada,484516,Pharmaceuticals
globalcorporation_8,960 Main Street,"['Plant_YAD', 'Warehouse_SRS']","['Supplier_YBX', 'Supplier_GXR', 'Supplier_BLR']",USA,513569,Energy
Corp_FLEDBW,705 Street_UNK Ave,"['Plant_ILU', 'Warehouse_YRK']","['Supplier_XXP', 'Supplier_HJV', 'Supplier_UQJ']",Germany,892817,Retail
Corp_FYFLOB,548 Street_VKR Ave,"['Plant_TTQ', 'Warehouse_PGR']","['Supplier_HLZ', 'Supplier_ACH', 'Supplier_SYZ']",France,821822,Automotive
GlobalCorp_114,591 Main Street,"['Plant_VOW', 'Warehouse_YIQ']","['Supplier_LJQ', 'Supplier_NTO', 'Supplier_LVE']",Japan,001629,Retail
globalcorporation_171,323 Main Street,"['Plant_ZRC', 'Warehouse_BZG']","['Supplier_OVO', 'Supplier_HBU', 'Supplier_QIC']",Japan,862563,Manufacturing
GlobalCorp_170,326 Main Street,"['Plant_APV', 'Warehouse_VTV']","['Supplier_BYJ', 'Supplier_NMO', 'Supplier_ZYX']",India,776972,Automotive
Corp_CMLMTL,564 Street_CTL Ave,"['Plant_ZVI', 'Warehouse_UJX']","['Supplier_RRT', 'Supplier_YFG', 'Supplier_SHY']",France,454521,Automotive
GlobalCorp_155,683 Main Street,"['Plant_FVU', 'Warehouse_KBI']","['Supplier_GIR', 'Supplier_HBX', 'Supplier_FWR']",Australia,979907,Energy
GlobalCorp_175,389 Main Street,"['Plant_YKH', 'Warehouse_NJU']","['Supplier_IVZ', 'Supplier_KWZ', 'Supplier_LWM']",USA,216250,Retail
GlobalCorp_172,138 Main Street,"['Plant_YDG', 'Warehouse_VLH']","['Supplier_POI', 'Supplier_NMH', 'Supplier_VYF']",Australia,583203,Pharmaceuticals
globalcorporation_145,995 Main Street,"['Plant_VIZ', 'Warehouse_BLC']","['Supplier_TSY', 'Supplier_GAS', 'Supplier_IFT']",UK,842983,Technology
Corp_UPOVPI,802 Street_MLW Ave,"['Plant_SYB', 'Warehouse_LII']","['Supplier_MCH', 'Supplier_EWY', 'Supplier_UBW']",USA,694940,Manufacturing
Corp_ZNLGLR,414 Street_WSM Ave,"['Plant_TPS', 'Warehouse_WTT']","['Supplier_PHE', 'Supplier_TDC', 'Supplier_YTH']",UK,410427,Automotive
GlobalCorp_114,591 Main Street,"['Plant_VIE', 'Warehouse_SGY']","['Supplier_GKJ', 'Supplier_VNB', 'Supplier_ZII']",Japan,001629,Retail
GlobalCorp_151,830 Main Street,"['Plant_MZN', 'Warehouse_PPT']","['Supplier_AEW', 'Supplier_ZBL', 'Supplier_USY']",Canada,680771,Retail
Corp_RGUYBD,607 Street_WTY Ave,"['Plant_YPS', 'Warehouse_PSM']","['Supplier_XZL', 'Supplier_GTE', 'Supplier_VKM']",UK,802572,Technology
GlobalCorp_153,870 Main Street,"['Plant_WNZ', 'Warehouse_PZP']","['Supplier_KWB', 'Supplier_MQI', 'Supplier_MDF']",Germany,658333,Manufacturing
GlobalCorp_14,183 Main Street,"['Plant_VON', 'Warehouse_ILE']","['Supplier_XHK', 'Supplier_YMD', 'Supplier_TWH']",India,709177,Pharmaceuticals
GlobalCorp_35,821 Main Street,"['Plant_OWJ', 'Warehouse_OMV']","['Supplier_XTA', 'Supplier_XIK', 'Supplier_HIA']",UK,591578,Retail
GlobalCorp_192,520 Main Street,"['Plant_HKF', 'Warehouse_ZID']","['Supplier_MFO', 'Supplier_DJA', 'Supplier_EUR']",USA,456272,Retail
Corp_RBBPKS,748 Street_KCJ Ave,"['Plant_OUB', 'Warehouse_VHH']","['Supplier_FAG', 'Supplier_DZJ', 'Supplier_HXW']",France,178744,Automotive
GlobalCorp_113,343 Main Street,"['Plant_ETU', 'Warehouse_APC']","['Supplier_XWQ', 'Supplier_JAV', 'Supplier_KXZ']",USA,859421,Technology
Corp_MUDHYL,287 Street_QML Ave,"['Plant_LSV', 'Warehouse_CXT']","['Supplier_QAO', 'Supplier_XCM', 'Supplier_BJZ']",UK,362748,Retail
Corp_CXKHCM,152 Street_SKN Ave,"['Plant_XKU', 'Warehouse_BUU']","['Supplier_HXH', 'Supplier_BRZ', 'Supplier_TRQ']",USA,559361,Energy
Corp_VTMMGU,995 Street_BAT Ave,"['Plant_XOF', 'Warehouse_EWH']","['Supplier_ITO', 'Supplier_BEO', 'Supplier_CRC']",India,750725,Pharmaceuticals
Corp_JCHMZP,183 Street_GFY Ave,"['Plant_SAL', 'Warehouse_KAU']","['Supplier_IJJ', 'Supplier_JCL', 'Supplier_CEH']",France,169820,Manufacturing
Corp_MABGNM,560 Street_ZSY Ave,"['Plant_HEI', 'Warehouse_GHM']","['Supplier_COP', 'Supplier_EAJ', 'Supplier_PNM']",Canada,006368,Pharmaceuticals
globalcorporation_75,333 Main Street,"['Plant_HHX', 'Warehouse_EKE']","['Supplier_JZU', 'Supplier_YIX', 'Supplier_EYU']",UK,156978,Energy
Corp_KHQQAW,42 Street_XUJ Ave,"['Plant_OKI', 'Warehouse_WJI']","['Supplier_OOL', 'Supplier_VSE', 'Supplier_RXW']",UK,018882,Energy
GlobalCorp_175,389 Main Street,"['Plant_ADP', 'Warehouse_DVA']","['Supplier_NXW', 'Supplier_TDE', 'Supplier_UFG']",USA,216250,Retail
GlobalCorp_136,777 Main Street,"['Plant_IRD', 'Warehouse_QPU']","['Supplier_FKH', 'Supplier_PAK', 'Supplier_JBN']",Japan,431833,Retail
GlobalCorp_70,304 Main Street,"['Plant_LTJ', 'Warehouse_DXB']","['Supplier_REP', 'Supplier_IKK', 'Supplier_EWJ']",USA,252992,Retail
globalcorporation_115,19 Main Street,"['Plant_LWP', 'Warehouse_QSA']","['Supplier_AJB', 'Supplier_TVO', 'Supplier_TKU']",UK,450447,Pharmaceuticals
GlobalCorp_120,890 Main Street,"['Plant_VDP', 'Warehouse_THS']","['Supplier_GJO', 'Supplier_FDN', 'Supplier_QSK']",Canada,182440,Pharmaceuticals
GlobalCorp_74,486 Main Street,"['Plant_IKF', 'Warehouse_BBN']","['Supplier_DWA', 'Supplier_QDW', 'Supplier_TOS']",USA,497450,Automotive
globalcorporation_114,591 Main Street,"['Plant_HDU', 'Warehouse_PBB']","['Supplier_OYO', 'Supplier_VMY', 'Supplier_FJE']",Japan,001629,Retail
globalcorporation_188,768 Main Street,"['Plant_WGC', 'Warehouse_MMX']","['Supplier_JBG', 'Supplier_PTI', 'Supplier_WFT']",Canada,289239,Manufacturing
Corp_EFPCVT,142 Street_QUI Ave,"['Plant_DWL', 'Warehouse_FAE']","['Supplier_VPK', 'Supplier_DGY', 'Supplier_ZSX']",Australia,610319,Retail
GlobalCorp_162,505 Main Street,"['Plant_IBJ', 'Warehouse_KUT']","['Supplier_NLT', 'Supplier_NQA', 'Supplier_JFU']",Australia,196968,Automotive
Corp_MYTDVQ,177 Street_YUT Ave,"['Plant_IOC', 'Warehouse_TXV']","['Supplier_YPP', 'Supplier_SFB', 'Supplier_YCR']",India,172295,Pharmaceuticals
